date,pr,rmax,rmin,srad,tmin,tmax,tavg,gdd,cgdd,plant,year,location,
5/31/2024,0,78.8,21.1,370.8,5.85,24.05,14.95,14.95,1547,Winter wheat,2175,Othello,
6/1/2024,0,72.1,24.3,245.8,10.35,25.65,18,18,1565,Winter wheat,2176,Othello,
6/2/2024,2,82.2,42.6,138.6,11.55,21.25,16.4,16.4,1581.4,Winter wheat,2177,Othello,
6/3/2024,0,85.8,40.9,263.3,9.95,20.85,15.4,15.4,1596.8,Winter wheat,2178,Othello,
6/4/2024,0,100,34.1,183.3,6.95,23.45,15.2,15.2,1612,Winter wheat,2179,Othello,
6/5/2024,0,95.7,28.1,370.5,6.75,24.55,15.65,15.65,1627.65,Winter wheat,2180,Othello,
6/6/2024,0,84,18,369.4,8.35,30.25,19.3,19.3,1646.95,Winter wheat,2181,Othello,
6/7/2024,0,78.3,20.5,367.5,11.05,30.25,20.65,20.65,1667.6,Winter wheat,2182,Othello,
6/8/2024,0,79.2,18.6,359.3,10.95,31.75,21.35,21.35,1688.95,Winter wheat,2183,Othello,
6/9/2024,0,78.8,27.3,294.9,12.75,28.25,20.5,20.5,1709.45,Winter wheat,2184,Othello,
6/10/2024,0,78.2,23.3,364.6,12.55,30.15,21.35,21.35,1730.8,Winter wheat,2185,Othello,
6/11/2024,0,87.6,17,355.6,6.95,30.15,18.55,18.55,1749.35,Winter wheat,2186,Othello,
6/12/2024,0,75,17.8,379.1,6.55,26.25,16.4,16.4,1765.75,Winter wheat,2187,Othello,
6/13/2024,0,69,13.9,353,8.35,30.05,19.2,19.2,1784.95,Winter wheat,2188,Othello,
6/14/2024,0,64.8,24.2,349.4,10.05,23.45,16.75,16.75,1801.7,Winter wheat,2189,Othello,
6/15/2024,0,85.4,26.8,191.1,4.25,20.45,12.35,12.35,1814.05,Winter wheat,2190,Othello,
6/16/2024,0,84.8,27.8,341,4.25,19.85,12.05,12.05,1826.1,Winter wheat,2191,Othello,
6/17/2024,0.9,86.4,25.2,257.3,4.85,22.15,13.5,13.5,1839.6,Winter wheat,2192,Othello,
6/18/2024,0,89,27.4,359.4,6.75,23.65,15.2,15.2,1854.8,Winter wheat,2193,Othello,
6/19/2024,0,73,17.9,375,9.25,28.75,19,19,1873.8,Winter wheat,2194,Othello,
6/20/2024,0,61,14.3,374.3,12.15,31.75,21.95,21.95,1895.75,Winter wheat,2195,Othello,
6/21/2024,0,61.8,13.3,373,12.45,33.25,22.85,22.85,1918.6,Winter wheat,2196,Othello,
6/22/2024,0,62.1,14.1,264,13.85,34.15,24,24,1942.6,Winter wheat,2197,Othello,
6/23/2024,0,81.5,20.8,371.8,9.05,28.55,18.8,18.8,1961.4,Winter wheat,2198,Othello,
6/24/2024,0,80.2,21.4,373.4,8.45,27.15,17.8,17.8,1979.2,Winter wheat,2199,Othello,
6/25/2024,0,70.1,14.4,372.2,11.55,33.55,22.55,22.55,2001.75,Winter wheat,2200,Othello,
6/26/2024,0,81.1,21.9,281.5,12.05,31.15,21.6,21.6,2023.35,Winter wheat,2201,Othello,
6/27/2024,0,76.4,27.2,308.9,9.75,24.45,17.1,17.1,2040.45,Winter wheat,2202,Othello,
6/28/2024,0,82.3,25.7,368.7,9.95,26.75,18.35,18.35,2058.8,Winter wheat,2203,Othello,
6/29/2024,0,79,25.6,219,12.95,29.45,21.2,21.2,2080,Winter wheat,2204,Othello,
6/30/2024,0,91.7,30.4,354.5,12.75,30.35,21.55,21.55,2101.55,Winter wheat,2205,Othello,
7/1/2024,0,81.8,26.2,314.6,12.45,30.25,21.35,21.35,2122.9,Winter wheat,2206,Othello,
7/2/2024,0,75.2,23.7,345.3,12.55,30.35,21.45,21.45,2144.35,Winter wheat,2207,Othello,
7/3/2024,0,74,22.8,346.3,11.75,29.75,20.75,20.75,2165.1,Winter wheat,2208,Othello,
7/4/2024,0,69.4,17.7,346.2,12.05,32.75,22.4,22.4,2187.5,Winter wheat,2209,Othello,
7/5/2024,0,60.8,14.3,344.8,14.15,35.75,24.95,24.95,2212.45,Winter wheat,2210,Othello,
7/6/2024,0,55.5,12.9,347.1,14.95,36.45,25.7,25.7,2238.15,Winter wheat,2211,Othello,
7/7/2024,0,55,12.3,344.2,15.25,37.25,26.25,26.25,2264.4,Winter wheat,2212,Othello,
7/8/2024,0,51.2,11.7,342.7,16.75,38.35,27.55,27.55,2291.95,Winter wheat,2213,Othello,
7/9/2024,0,56.9,12.5,340.3,17.65,40.55,29.1,29.1,2321.05,Winter wheat,2214,Othello,
7/10/2024,0,58.5,11.8,339.5,15.55,39.45,27.5,27.5,2348.55,Winter wheat,2215,Othello,
7/11/2024,0,62.1,16.9,343.7,15.15,34.85,25,25,2373.55,Winter wheat,2216,Othello,
7/12/2024,0,63.5,16.4,338.9,15.45,36.05,25.75,25.75,2399.3,Winter wheat,2217,Othello,
7/13/2024,0,60.2,15,337.6,16.65,37.75,27.2,27.2,2426.5,Winter wheat,2218,Othello,
7/14/2024,0,58.6,14.3,338,15.65,36.75,26.2,26.2,2452.7,Winter wheat,2219,Othello,
7/15/2024,0,59.8,15.8,339.6,15.05,35.05,25.05,25.05,2477.75,Winter wheat,2220,Othello,
7/16/2024,0,49.6,10.6,338.2,16.05,38.25,27.15,27.15,2504.9,Winter wheat,2221,Othello,
7/17/2024,0,45,10,270.4,16.65,37.85,27.25,27.25,2532.15,Winter wheat,2222,Othello,
7/18/2024,0,53,12.9,332.9,16.85,37.65,27.25,27.25,2559.4,Winter wheat,2223,Othello,
7/19/2024,0,51.1,12.9,332.9,16.35,36.45,26.4,26.4,2585.8,Winter wheat,2224,Othello,
7/20/2024,0,54.7,12.4,334.4,16.35,38.35,27.35,27.35,2613.15,Winter wheat,2225,Othello,
7/21/2024,0,55.4,13.6,326.1,19.25,40.55,29.9,29.9,2643.05,Winter wheat,2226,Othello,
7/22/2024,0,100,27,321.7,11.95,33.45,22.7,22.7,2665.75,Winter wheat,2227,Othello,
7/23/2024,0,77.2,20.5,334.6,11.15,31.45,21.3,21.3,2687.05,Winter wheat,2228,Othello,
7/24/2024,0,55.8,12.6,316.3,12.15,33.65,22.9,22.9,2709.95,Winter wheat,2229,Othello,
7/25/2024,0,74.6,23.8,328,10.45,27.75,19.1,19.1,2729.05,Winter wheat,2230,Othello,
7/26/2024,0,69,18.8,326.2,9.65,28.95,19.3,19.3,2748.35,Winter wheat,2231,Othello,
7/27/2024,0,58.4,16.9,323.8,11.35,29.35,20.35,20.35,2768.7,Winter wheat,2232,Othello,
7/28/2024,0,70.9,23.9,297.9,13.55,30.25,21.9,21.9,2790.6,Winter wheat,2233,Othello,
7/29/2024,0,91.8,37.8,123.7,13.45,27.75,20.6,20.6,2811.2,Winter wheat,2234,Othello,
7/30/2024,0,100,38.5,169.9,14.75,30.95,22.85,22.85,2834.05,Winter wheat,2235,Othello,
7/31/2024,0,89.2,26.3,312.4,14.15,33.25,23.7,23.7,2857.75,Winter wheat,2236,Othello,
8/1/2024,0,71.6,16.4,310.2,15.75,37.95,26.85,26.85,2884.6,Winter wheat,2237,Othello,
8/2/2024,0,58.5,13.3,300.6,19.05,40.85,29.95,29.95,2914.55,Winter wheat,2238,Othello,
8/3/2024,0,51.5,24,229,21.45,32.45,26.95,26.95,2941.5,Winter wheat,2239,Othello,
8/4/2024,0,64.6,20.5,301.8,18.95,36.35,27.65,27.65,2969.15,Winter wheat,2240,Othello,
8/5/2024,0,68.5,17.5,300.4,16.45,36.95,26.7,26.7,2995.85,Winter wheat,2241,Othello,
8/6/2024,0,69.2,19.7,301.6,14.55,33.25,23.9,23.9,3019.75,Winter wheat,2242,Othello,
8/7/2024,0,61.5,15.4,303,14.45,34.45,24.45,24.45,3044.2,Winter wheat,2243,Othello,
8/8/2024,0,53.3,14.6,299.8,17.55,35.95,26.75,26.75,3070.95,Winter wheat,2244,Othello,
8/9/2024,0,53.9,15.8,290.8,17.65,35.25,26.45,26.45,3097.4,Winter wheat,2245,Othello,
8/10/2024,0,61.4,17.4,295.1,15.45,33.85,24.65,24.65,3122.05,Winter wheat,2246,Othello,
8/11/2024,0,66.3,19.3,292.5,14.65,32.85,23.75,23.75,3145.8,Winter wheat,2247,Othello,
8/12/2024,0,78.3,23.4,291.4,12.55,30.75,21.65,21.65,3167.45,Winter wheat,2248,Othello,
8/13/2024,0,83.7,28.8,290.1,11.25,27.45,19.35,19.35,3186.8,Winter wheat,2249,Othello,
8/14/2024,0,84.9,24.1,288.3,10.85,29.85,20.35,20.35,3207.15,Winter wheat,2250,Othello,
8/15/2024,0,83.3,30.5,276.6,12.65,28.05,20.35,20.35,3227.5,Winter wheat,2251,Othello,
8/16/2024,0,85.2,31.8,284.2,12.85,28.05,20.45,20.45,3247.95,Winter wheat,2252,Othello,
8/17/2024,0,77.1,17.5,282.2,13.25,35.55,24.4,24.4,3272.35,Winter wheat,2253,Othello,
8/18/2024,0,73.9,23.2,283.3,13.45,30.85,22.15,22.15,3294.5,Winter wheat,2254,Othello,
8/19/2024,0,67.9,18.5,249,11.75,30.65,21.2,21.2,3315.7,Winter wheat,2255,Othello,
8/20/2024,0,71.7,24.4,273.2,12.15,28.15,20.15,20.15,3335.85,Winter wheat,2256,Othello,
8/21/2024,0,84.3,29.6,270.7,10.95,26.85,18.9,18.9,3354.75,Winter wheat,2257,Othello,
8/22/2024,0,72.6,23.3,252.2,13.35,30.35,21.85,21.85,3376.6,Winter wheat,2258,Othello,
8/23/2024,1,100,48.8,208.6,8.05,21.85,14.95,14.95,3391.55,Winter wheat,2259,Othello,
8/24/2024,0,100,39,245.8,7.55,23.45,15.5,15.5,3407.05,Winter wheat,2260,Othello,
8/25/2024,0,95.9,29.9,266.7,8.45,26.15,17.3,17.3,3424.35,Winter wheat,2261,Othello,
8/26/2024,0,83.9,22.9,265.7,9.85,29.25,19.55,19.55,3443.9,Winter wheat,2262,Othello,
8/27/2024,0,91,28.8,247.3,5.85,22.85,14.35,14.35,3458.25,Winter wheat,2263,Othello,
8/28/2024,0,76.4,18.3,268.3,4.65,24.75,14.7,14.7,3472.95,Winter wheat,2264,Othello,
8/29/2024,0,69.2,14.4,266.5,7.25,29.25,18.25,18.25,3491.2,Winter wheat,2265,Othello,
8/30/2024,0,60.9,11.6,264.3,9.55,32.35,20.95,20.95,3512.15,Winter wheat,2266,Othello,
8/31/2024,0,49.3,7,262.5,11.35,35.45,23.4,23.4,3535.55,Winter wheat,2267,Othello,
9/1/2024,0,47.7,7,249.3,12.75,36.55,24.65,24.65,3560.2,Winter wheat,2268,Othello,
9/2/2024,0,42.4,10.2,216.9,16.05,33.65,24.85,24.85,3585.05,Winter wheat,2269,Othello,
9/3/2024,0,72,24.6,240,13.15,28.75,20.95,20.95,3606,Winter wheat,2270,Othello,
9/4/2024,0,76.1,17.8,239.9,12.15,33.15,22.65,22.65,3628.65,Winter wheat,2271,Othello,
9/5/2024,0,60.3,13.8,239.7,14.75,35.25,25,25,3653.65,Winter wheat,2272,Othello,
9/6/2024,0,51.1,10.4,238,14.65,35.45,25.05,25.05,3678.7,Winter wheat,2273,Othello,
9/7/2024,0,45.1,9.4,236.8,14.75,34.45,24.6,24.6,3703.3,Winter wheat,2274,Othello,
9/8/2024,0,43,11.4,201.3,14.85,31.25,23.05,23.05,3726.35,Winter wheat,2275,Othello,
9/9/2024,0,57.8,17.1,229.6,14.05,30.75,22.4,22.4,3748.75,Winter wheat,2276,Othello,
9/10/2024,0,59.3,18.9,224.1,12.85,28.55,20.7,20.7,3769.45,Winter wheat,2277,Othello,
9/11/2024,0.7,84.7,37.8,118,11.25,23.35,17.3,17.3,3786.75,Winter wheat,2278,Othello,
9/12/2024,0,83.6,36.2,215.3,11.65,24.15,17.9,17.9,3804.65,Winter wheat,2279,Othello,
9/13/2024,0,75.6,32.1,218,11.75,24.25,18,18,3822.65,Winter wheat,2280,Othello,
9/14/2024,0.3,80.9,27.5,196.2,9.85,25.55,17.7,17.7,3840.35,Winter wheat,2281,Othello,
9/15/2024,0,87.6,38.5,147.9,8.95,21.15,15.05,15.05,3855.4,Winter wheat,2282,Othello,
9/16/2024,0,96.9,27.3,195.1,7.65,26.35,17,17,3872.4,Winter wheat,2283,Othello,
9/17/2024,0,100,32.3,191.9,6.85,24.25,15.55,15.55,3887.95,Winter wheat,2284,Othello,
9/18/2024,0,93.2,32.2,207.4,9.35,25.25,17.3,17.3,3905.25,Winter wheat,2285,Othello,
9/19/2024,0,87.4,27.8,199.7,8.75,25.55,17.15,17.15,3922.4,Winter wheat,2286,Othello,
9/20/2024,0,81.5,23.1,205.4,5.95,23.75,14.85,14.85,3937.25,Winter wheat,2287,Othello,
9/21/2024,0,68.9,17.8,201.4,5.35,23.65,14.5,14.5,3951.75,Winter wheat,2288,Othello,
9/22/2024,0,59.2,15.1,198.9,7.95,25.95,16.95,16.95,3968.7,Winter wheat,2289,Othello,
9/23/2024,0,81.1,26.4,176.2,11.25,27.75,19.5,19.5,3988.2,Winter wheat,2290,Othello,
9/24/2024,0,85.6,25.2,189.4,13.15,31.55,22.35,22.35,4010.55,Winter wheat,2291,Othello,
9/25/2024,0,100,24.1,150.4,8.55,30.25,19.4,19.4,4029.95,Winter wheat,2292,Othello,
9/26/2024,0,85.2,32.2,168.8,7.15,21.25,14.2,14.2,4044.15,Winter wheat,2293,Othello,
9/27/2024,0,87.3,24.5,186.3,7.55,25.95,16.75,16.75,4060.9,Winter wheat,2294,Othello,
9/28/2024,0,90.7,27,184.9,8.45,26.25,17.35,17.35,4078.25,Winter wheat,2295,Othello,
9/29/2024,0,96,27.7,190.1,2.05,19.65,10.85,10.85,4089.1,Winter wheat,2296,Othello,
9/30/2024,0,70.5,14,183.6,0.45,19.35,9.9,9.9,4099,Winter wheat,2297,Othello,
10/1/2024,0,59.5,10.3,179.4,3.15,22.55,12.85,12.85,4111.85,Winter wheat,2298,Othello,
10/2/2024,0,68.6,15.6,181.2,2.85,20.45,11.65,11.65,4123.5,Winter wheat,2299,Othello,
10/3/2024,0,76.6,14.7,177,0.75,20.55,10.65,10.65,4134.15,Winter wheat,2300,Othello,
10/4/2024,0,83.5,27.1,104.5,2.75,17.15,9.95,9.95,4144.1,Winter wheat,2301,Othello,
10/5/2024,0,90.9,26.1,153.7,3.85,20.25,12.05,12.05,4156.15,Winter wheat,2302,Othello,
10/6/2024,0,73.4,19.1,170.7,4.75,21.45,13.1,13.1,4169.25,Winter wheat,2303,Othello,
10/7/2024,0,72.6,15.8,168,5.55,24.35,14.95,14.95,4184.2,Winter wheat,2304,Othello,
10/8/2024,0,75,18.7,149.9,7.35,24.95,16.15,16.15,4200.35,Winter wheat,2305,Othello,
10/9/2024,0,100,32.1,122.1,4.35,20.95,12.65,12.65,4213,Winter wheat,2306,Othello,
10/10/2024,0,88.9,23.2,164.7,2.05,19.35,10.7,10.7,4223.7,Winter wheat,2307,Othello,
10/11/2024,0,69.4,19.5,122.1,3.05,18.35,10.7,10.7,4234.4,Winter wheat,2308,Othello,
10/12/2024,0,73.5,16.3,146.5,5.35,23.95,14.65,14.65,4249.05,Winter wheat,2309,Othello,
10/13/2024,0,84.4,21.6,152.9,4.75,22.35,13.55,13.55,4262.6,Winter wheat,2310,Othello,
10/14/2024,0,89.6,23.8,149.1,5.85,23.45,14.65,14.65,4277.25,Winter wheat,2311,Othello,
10/15/2024,0.6,91.3,34.8,139.4,9.05,22.35,15.7,15.7,4292.95,Winter wheat,2312,Othello,
10/16/2024,0.4,100,39.6,108.8,4.45,17.65,11.05,11.05,4304,Winter wheat,2313,Othello,
10/17/2024,0,94.2,30.4,118.7,0.35,15.05,7.7,7.7,4311.7,Winter wheat,2314,Othello,
10/18/2024,0,89.1,32.4,97.3,0.35,13.35,6.85,6.85,4318.55,Winter wheat,2315,Othello,
10/19/2024,0,78.8,35.3,71.1,9.35,19.95,14.65,14.65,4333.2,Winter wheat,2316,Othello,
10/20/2024,3.2,83.2,26,127.6,8.65,24.15,16.4,16.4,4349.6,Winter wheat,2317,Othello,
10/21/2024,0,100,57.3,106.9,2.55,16.05,9.3,9.3,4358.9,Winter wheat,2318,Othello,
10/22/2024,0,100,36.7,137,0.25,14.55,7.4,7.4,4366.3,Winter wheat,2319,Othello,
10/23/2024,0,97.8,39.5,135.5,-1.05,10.85,4.9,4.9,4371.2,Winter wheat,2320,Othello,
10/24/2024,0,92.9,34.2,131.9,-0.85,12.05,5.6,5.6,4376.8,Winter wheat,2321,Othello,
10/25/2024,0,79.8,27.4,111.4,1.35,14.75,8.05,8.05,4384.85,Winter wheat,2322,Othello,
10/26/2024,1.5,88.2,23.5,115.1,2.75,19.85,11.3,11.3,4396.15,Winter wheat,2323,Othello,
10/27/2024,0,100,44.4,83.3,3.65,16.15,9.9,9.9,4406.05,Winter wheat,2324,Othello,
10/28/2024,0,100,40.6,69,-0.05,13.45,6.7,6.7,4412.75,Winter wheat,2325,Othello,
10/29/2024,0,100,40.1,119.9,-1.45,12.75,5.65,5.65,4418.4,Winter wheat,2326,Othello,
10/30/2024,1.6,100,51,102.3,0.05,9.65,4.85,4.85,4423.25,Winter wheat,2327,Othello,
10/31/2024,3.8,93.3,58.8,73.8,3.35,9.85,6.6,6.6,4429.85,Winter wheat,2328,Othello,
11/1/2024,6.2,89.8,76.1,43.2,6.95,9.55,8.25,8.25,4438.1,Winter wheat,2329,Othello,
11/2/2024,0,100,51.8,47.5,1.35,13.45,7.4,7.4,4445.5,Winter wheat,2330,Othello,
11/3/2024,0,100,40.7,87.6,0.35,13.85,7.1,7.1,4452.6,Winter wheat,2331,Othello,
11/4/2024,1.4,88.4,43.2,49.1,3.65,13.35,8.5,8.5,4461.1,Winter wheat,2332,Othello,
11/5/2024,0,95,31.7,98.7,-2.25,11.95,4.85,4.85,4465.95,Winter wheat,2333,Othello,
11/6/2024,0,83,29.7,93.2,-2.15,10.75,4.3,4.3,4470.25,Winter wheat,2334,Othello,
11/7/2024,0,84.4,32.3,93.3,-1.65,10.55,4.45,4.45,4474.7,Winter wheat,2335,Othello,
11/8/2024,0,86.3,35.6,86.4,-1.45,9.95,4.25,4.25,4478.95,Winter wheat,2336,Othello,
11/9/2024,0.8,88.7,45.8,65.7,-0.05,8.75,4.35,4.35,4483.3,Winter wheat,2337,Othello,
11/10/2024,0.4,80.5,57.5,52.7,4.45,9.05,6.75,6.75,4490.05,Winter wheat,2338,Othello,
11/11/2024,0,86.7,44.1,77.1,3.25,12.35,7.8,7.8,4497.85,Winter wheat,2339,Othello,
11/12/2024,5.6,80.3,37.2,80.9,3.45,13.55,8.5,8.5,4506.35,Winter wheat,2340,Othello,
11/13/2024,8.8,90.7,78.7,35.3,6.55,8.85,7.7,7.7,4514.05,Winter wheat,2341,Othello,
11/14/2024,0,100,53.2,79.6,0.75,12.25,6.5,6.5,4520.55,Winter wheat,2342,Othello,
11/15/2024,0,99.2,43.5,76.8,-0.75,10.35,4.8,4.8,4525.35,Winter wheat,2343,Othello,
11/16/2024,0.7,95.6,54.2,69.6,-1.85,5.85,2,2,4527.35,Winter wheat,2344,Othello,
11/17/2024,1.3,100,54.8,46.4,0.35,12.45,6.4,6.4,4533.75,Winter wheat,2345,Othello,
11/18/2024,0,100,52.1,77.8,-1.55,7.55,3,3,4536.75,Winter wheat,2346,Othello,
11/19/2024,11.7,83.2,50.6,56,-0.05,6.55,3.25,3.25,4540,Winter wheat,2347,Othello,
11/20/2024,3.4,98,63.6,37,2.75,8.95,5.85,5.85,4545.85,Winter wheat,2348,Othello,
11/21/2024,13.1,100,82.1,26.7,2.95,7.25,5.1,5.1,4550.95,Winter wheat,2349,Othello,
11/22/2024,6.5,95.5,74.4,30.6,4.75,8.55,6.65,6.65,4557.6,Winter wheat,2350,Othello,
11/23/2024,0.4,100,75.4,55.7,0.35,7.95,4.15,4.15,4561.75,Winter wheat,2351,Othello,
11/24/2024,2.3,100,69.8,46.8,-0.15,5.65,2.75,2.75,4564.5,Winter wheat,2352,Othello,
11/25/2024,0,97.9,58.9,41.5,0.45,7.55,4,4,4568.5,Winter wheat,2353,Othello,
11/26/2024,0,100,57.5,71.9,-1.25,6.65,2.7,2.7,4571.2,Winter wheat,2354,Othello,
11/27/2024,0,93.9,73,70,-1.55,2.15,0.3,0.3,4571.5,Winter wheat,2355,Othello,
11/28/2024,0,86.7,79.6,71.6,-1.55,-0.05,-0.8,0,4571.5,Winter wheat,2356,Othello,
11/29/2024,0,81.1,73.8,69.7,-1.05,0.45,-0.3,0,4571.5,Winter wheat,2357,Othello,
11/30/2024,0,83.9,79.3,41.2,-0.85,1.05,0.1,0.1,4571.6,Winter wheat,2358,Othello,
12/1/2024,0,77.8,70,65.8,-0.05,2.45,1.2,1.2,4572.8,Winter wheat,2359,Othello,
12/2/2024,0,72.1,70.1,67.5,-0.15,1.25,0.55,0.55,4573.35,Winter wheat,2360,Othello,
12/3/2024,0,68.8,68.7,66.4,-0.25,0.75,0.25,0.25,4573.6,Winter wheat,2361,Othello,
12/4/2024,0,67.8,67.8,65.5,-0.85,-0.05,-0.45,0,4573.6,Winter wheat,2362,Othello,
12/5/2024,0,65.7,65.4,65,-0.95,0.05,-0.45,0,4573.6,Winter wheat,2363,Othello,
12/6/2024,0,71.7,70.3,46.8,-1.55,-0.25,-0.9,0,4573.6,Winter wheat,2364,Othello,
12/7/2024,1.5,91.8,80.9,23,-1.85,1.05,-0.4,0,4573.6,Winter wheat,2365,Othello,
12/8/2024,0,98.4,52.8,22.4,-3.35,6.15,1.4,1.4,4575,Winter wheat,2366,Othello,
12/9/2024,0,95.1,61.8,63.4,-3.85,3.05,-0.4,0,4575,Winter wheat,2367,Othello,
12/10/2024,0,73.9,73.6,63,-1.35,-0.25,-0.8,0,4575,Winter wheat,2368,Othello,
12/11/2024,0,78.9,78.9,59,-1.05,-0.25,-0.65,0,4575,Winter wheat,2369,Othello,
12/12/2024,0.8,83.4,64.8,26.9,-0.85,3.65,1.4,1.4,4576.4,Winter wheat,2370,Othello,
12/13/2024,5,88.1,72.4,40.6,-0.05,3.75,1.85,1.85,4578.25,Winter wheat,2371,Othello,
12/14/2024,0,95,56.3,48.3,-0.05,8.25,4.1,4.1,4582.35,Winter wheat,2372,Othello,
12/15/2024,0.8,88.5,54.5,50.6,-0.35,7.35,3.5,3.5,4585.85,Winter wheat,2373,Othello,
12/16/2024,3.2,84.2,79.1,28.4,0.35,2.35,1.35,1.35,4587.2,Winter wheat,2374,Othello,
12/17/2024,8.3,86.8,69.3,23.9,0.95,5.15,3.05,3.05,4590.25,Winter wheat,2375,Othello,
12/18/2024,0,100,52.5,53.1,1.15,11.65,6.4,6.4,4596.65,Winter wheat,2376,Othello,
12/19/2024,0,98.3,62.9,35.4,-0.15,7.15,3.5,3.5,4600.15,Winter wheat,2377,Othello,
12/20/2024,0.6,100,67.8,43.5,-0.95,5.55,2.3,2.3,4602.45,Winter wheat,2378,Othello,
12/21/2024,3.1,98.7,80,26.1,-0.45,3.65,1.6,1.6,4604.05,Winter wheat,2379,Othello,
12/22/2024,3.1,100,84.1,29.7,0.35,4.45,2.4,2.4,4606.45,Winter wheat,2380,Othello,
12/23/2024,8.1,96.9,72.1,59.5,2.45,7.75,5.1,5.1,4611.55,Winter wheat,2381,Othello,
12/24/2024,3,100,84.7,43.6,-0.55,6.35,2.9,2.9,4614.45,Winter wheat,2382,Othello,
12/25/2024,16.8,100,69.8,47.1,-0.35,5.95,2.8,2.8,4617.25,Winter wheat,2383,Othello,
12/26/2024,2.4,90.8,54.7,42.4,3.15,11.35,7.25,7.25,4624.5,Winter wheat,2384,Othello,
12/27/2024,2.2,84.6,74.4,21,3.55,6.45,5,5,4629.5,Winter wheat,2385,Othello,
12/28/2024,4.9,78.5,51,60,4.15,11.15,7.65,7.65,4637.15,Winter wheat,2386,Othello,
12/29/2024,2.3,95.8,73.2,15.3,1.35,6.25,3.8,3.8,4640.95,Winter wheat,2387,Othello,
12/30/2024,0,95.1,56.1,48.2,-1.55,6.75,2.6,2.6,4643.55,Winter wheat,2388,Othello,
12/31/2024,0.3,95.7,87.2,33.1,-1.85,1.05,-0.4,0,4643.55,Winter wheat,2389,Othello,
